t,x,y,z
55.800,142,-89,-1095
55.850,98,56,-960
55.900,139,38,-1048
55.950,17,93,-1340
56.000,-11,-6,-3163
56.050,82,86,-1316
56.100,75,52,-1025
56.150,40,207,-1004
56.200,50,68,-1031
56.250,-6,-3,-931
56.300,35,66,-1038
56.350,-17,8,-888
56.400,62,-23,-1034
56.450,72,34,-1033
56.500,92,-39,-971
56.550,124,1,-949
56.600,87,66,-963
56.650,208,-52,-978
56.700,26,-58,-935
56.750,41,49,-998
56.800,185,-165,-1022
56.850,6,-8,-949
56.900,25,-132,-1002
56.950,74,-32,-1005
57.000,-36,-92,-990
57.050,5,-135,-861
57.100,-81,26,-889
57.150,30,61,-956
57.200,-84,-123,-1054
57.250,-4,-189,-1114
57.300,42,22,-967
57.350,-15,17,-1015
57.400,-213,72,-964
57.450,-209,-4,-1037
57.500,-109,-26,-956
57.550,-115,-77,-946
57.600,-56,-83,-967
57.650,-18,33,-985
57.700,-142,-81,-958
57.750,-78,105,-1019
57.800,-80,94,-1005
57.850,24,55,-1116
57.900,-19,-9,-1203
57.950,-103,64,-1361
58.000,-123,82,-3103
58.050,82,99,-1224
58.100,-4,25,-946
58.150,-41,116,-1002
58.200,30,44,-909
58.250,-56,92,-1023
58.300,22,62,-975
58.350,84,65,-887
58.400,47,64,-1139
58.450,135,-134,-949
58.500,62,13,-1116
58.550,101,50,-950
58.600,94,-31,-908
58.650,148,-95,-1046
58.700,27,-62,-1093
58.750,-102,-88,-980
58.800,74,6,-1103
58.850,4,-204,-980
58.900,23,-134,-997
58.950,-41,-181,-874
59.000,65,-115,-1123
59.050,-33,-53,-986
59.100,50,3,-1007
59.150,-83,-129,-1033
59.200,14,-115,-1134
59.250,-34,-79,-1037
59.300,-238,35,-944
59.350,-180,-33,-1087
59.400,-204,-199,-938
59.450,-28,-40,-1005
59.500,40,-60,-1095
59.550,-89,60,-1024
59.600,-209,-30,-945
59.650,-32,-88,-1098
59.700,-160,57,-823
59.750,-94,76,-1064
59.800,148,33,-1041
59.850,-33,-17,-935
59.900,-32,28,-1048
59.950,-167,54,-1480
60.000,-36,60,-3247
60.050,-31,31,-1199
60.100,146,82,-909
60.150,21,65,-1066
60.200,115,130,-1103
60.250,84,29,-1072
60.300,79,-95,-1035
60.350,240,80,-1091
60.400,139,38,-1026
60.450,52,16,-1047
60.500,86,59,-935
60.550,-5,-53,-871
60.600,239,-1,-871
60.650,186,-56,-1160
60.700,76,-161,-989
60.750,210,-51,-1063
60.800,-35,-238,-1152
60.850,176,-21,-1010
60.900,19,-99,-1001
60.950,127,-68,-1159
61.000,85,-254,-1032
61.050,-127,-96,-1101
61.100,-141,-179,-935
61.150,-60,-36,-891
61.200,-40,-35,-1078
61.250,-77,-163,-956
61.300,-8,18,-1002
61.350,-17,-57,-1045
61.400,-55,27,-824
61.450,-40,-104,-1078
61.500,-204,6,-1088
61.550,10,-8,-949
61.600,-83,58,-1083
61.650,-92,11,-1008
61.700,-71,113,-1037
61.750,-5,97,-869
61.800,-324,29,-899
61.850,-247,208,-993
61.900,-194,153,-1085
61.950,-89,216,-1329
62.000,-77,261,-3126
62.050,-11,36,-1314
62.100,157,17,-1103
62.150,147,67,-992
62.200,101,50,-1194
62.250,54,170,-826
62.300,71,56,-891
62.350,137,69,-1158
62.400,62,48,-1121
62.450,69,152,-1021
62.500,-15,-151,-1001
62.550,53,-85,-982
62.600,118,-17,-972
62.650,-9,-97,-1026
62.700,77,20,-1058
62.750,9,48,-987
62.800,-53,-106,-1099
62.850,-46,-196,-1064
62.900,196,-14,-889
62.950,103,-110,-968
63.000,8,-185,-1093
63.050,56,-196,-984
63.100,21,-35,-970
63.150,-141,-46,-1011
63.200,-137,-240,-964
63.250,-195,-207,-860
63.300,-177,-92,-994
63.350,-83,-127,-1057
63.400,-31,-53,-1002
63.450,-272,-62,-931
63.500,-158,-76,-970
63.550,-51,42,-1045
63.600,-35,161,-906
63.650,-214,280,-1106
63.700,-179,83,-1008
63.750,-42,176,-926
63.800,-130,87,-919
63.850,39,179,-935
63.900,26,54,-1106
63.950,18,62,-1198
64.000,-70,70,-3234
64.050,93,159,-1296
64.100,54,224,-1142
64.150,105,175,-903
64.200,123,19,-1043
64.250,124,24,-1016
64.300,-40,-37,-972
64.350,55,-15,-1015
64.400,119,10,-986
64.450,106,-4,-1001
64.500,29,-40,-1147
64.550,5,-111,-1032
64.600,186,-32,-988
64.650,14,-22,-864
64.700,74,-125,-1093
64.750,92,-146,-943
64.800,-22,-213,-962
64.850,-58,-41,-917
64.900,-17,-78,-889
64.950,-22,29,-1026
65.000,-75,-92,-982
65.050,75,-28,-970
65.100,22,-81,-937
65.150,-87,-176,-983
65.200,156,-16,-1056
65.250,41,-220,-1020
65.300,-49,-113,-1048
65.350,-103,-89,-1063
65.400,-182,-156,-1077
65.450,-107,65,-1053
65.500,-197,128,-1091
65.550,-91,-59,-1058
65.600,-64,68,-898
65.650,-36,58,-950
65.700,-163,156,-957
65.750,-32,119,-1118
65.800,-149,91,-988
65.850,1,98,-1015
65.900,70,123,-941
65.950,80,200,-1272
66.000,58,121,-3114
66.050,198,15,-1358
66.100,158,110,-1035
66.150,-10,164,-955
66.200,219,74,-928
66.250,203,-44,-1084
66.300,103,13,-1034
66.350,36,34,-1072
66.400,-7,62,-990
66.450,177,57,-966
66.500,160,-73,-1040
66.550,121,59,-948
66.600,78,-46,-980
66.650,-3,22,-938
66.700,155,21,-920
66.750,-80,-53,-1114
66.800,-17,-92,-905
66.850,72,-71,-857
66.900,50,-171,-1112
66.950,-54,-90,-1123
67.000,35,-75,-1058
67.050,-7,-57,-1051
67.100,28,-152,-953
67.150,71,-63,-1102
67.200,-52,-74,-1069
67.250,-171,-101,-931
67.300,-15,37,-1004
67.350,68,-113,-965
67.400,-114,88,-997
67.450,-181,4,-1090
67.500,-170,74,-1002
67.550,-30,-54,-896
67.600,-109,-126,-1072
67.650,-201,-72,-959
67.700,-52,106,-1059
67.750,-28,-47,-1039
67.800,-71,35,-992
67.850,-47,127,-976
67.900,46,57,-949
67.950,7,118,-1287
68.000,-173,253,-3273
68.050,-48,73,-1403
68.100,171,46,-1055
68.150,-21,124,-888
68.200,81,19,-894
68.250,93,13,-1006
68.300,91,78,-1000
68.350,91,194,-773
68.400,109,-42,-1084
68.450,164,-114,-1015
68.500,132,15,-1032
68.550,246,48,-1038
68.600,158,-46,-1041
68.650,56,49,-1045
68.700,75,23,-976
68.750,90,-124,-814
68.800,124,-270,-896
68.850,-57,-199,-1056
68.900,132,-117,-983
68.950,-118,-13,-1021
69.000,-103,-74,-961
69.050,-9,5,-953
69.100,89,-99,-991
69.150,24,4,-1027
69.200,92,-72,-1000
69.250,-35,-139,-1132
69.300,84,26,-1074
69.350,-78,4,-1039
69.400,20,-70,-921
69.450,-149,25,-876
69.500,-62,-39,-982
69.550,-41,-19,-1032
69.600,46,143,-1053
69.650,-195,-57,-1089
69.700,-104,53,-1111
69.750,-58,-162,-989
69.800,70,-16,-1230
69.850,-32,145,-1033
69.900,-13,198,-866
69.950,32,0,-1284
70.000,-80,99,-3219
70.050,-30,221,-1316
70.100,-88,125,-946
70.150,49,27,-1035
70.200,12,41,-1056
70.250,53,-38,-980
70.300,18,129,-969
70.350,210,-64,-887
70.400,86,80,-929
70.450,176,21,-964
70.500,93,58,-1071
70.550,131,108,-839
70.600,181,86,-958
70.650,173,110,-1004
70.700,-46,-72,-985
70.750,5,-167,-1039
70.800,-40,-8,-864
70.850,99,-201,-983
70.900,-38,-73,-1066
70.950,94,-43,-1026
71.000,40,-95,-862
71.050,-168,-66,-901
71.100,-60,-135,-986
71.150,-119,-132,-1082
71.200,-73,-248,-1048
71.250,-26,-101,-1033
71.300,-9,67,-1059
71.350,7,-185,-1068
71.400,-52,-10,-990
71.450,-30,-32,-939
71.500,-139,-50,-1150
71.550,-45,-54,-919
71.600,-14,13,-993
71.650,-73,29,-1117
71.700,35,13,-958
71.750,-47,94,-982
71.800,14,11,-921
71.850,-32,92,-1033
71.900,-35,141,-1094
71.950,-153,77,-1242
72.000,-24,210,-3096
72.050,128,215,-1277
72.100,76,41,-1216
72.150,78,27,-1016
72.200,-140,153,-1016
72.250,23,-22,-1065
72.300,13,-19,-1113
72.350,72,18,-931
72.400,-45,-5,-1071
72.450,126,11,-932
72.500,247,0,-958
72.550,39,-26,-998
72.600,266,-122,-1011
72.650,91,-106,-972
72.700,82,-49,-1058
72.750,129,-145,-1030
72.800,127,31,-1060
72.850,95,-96,-916
72.900,40,41,-877
72.950,-62,-125,-1060
73.000,-6,-245,-1134
73.050,66,-72,-940
73.100,-103,-179,-1015
73.150,65,-83,-985
73.200,35,-51,-985
73.250,-37,-86,-874
73.300,-89,-116,-945
73.350,-13,-83,-942
73.400,-9,-299,-1138
73.450,-67,-90,-865
73.500,-74,-8,-995
73.550,-129,-36,-990
73.600,-15,-93,-981
73.650,-125,52,-1060
73.700,-69,-27,-1002
73.750,-92,-63,-967
73.800,-284,51,-1119
73.850,-25,62,-935
73.900,-47,78,-911
73.950,-53,96,-1184
74.000,53,259,-3163
74.050,-27,185,-1224
74.100,9,138,-1007
74.150,85,92,-1010
74.200,194,117,-1106
74.250,87,47,-975
74.300,100,88,-1136
74.350,-36,157,-1002
74.400,202,73,-1043
74.450,-36,57,-959
74.500,240,-16,-994
74.550,-46,-64,-980
74.600,67,-101,-887
74.650,217,-131,-992
74.700,47,60,-981
74.750,118,-146,-894
74.800,35,68,-913
74.850,-7,-47,-981
74.900,13,-35,-1002
74.950,18,-149,-1060
75.000,6,-86,-914
75.050,-124,-90,-872
75.100,-85,-179,-1074
75.150,18,-190,-998
75.200,-112,-127,-1025
75.250,-101,-100,-1004
75.300,-59,-95,-962
75.350,-127,-82,-997
75.400,-232,-97,-1053
75.450,-181,-34,-1059
75.500,-173,81,-833
75.550,-19,39,-910
75.600,-70,10,-991
75.650,-116,-131,-1067
75.700,-147,97,-1038
75.750,-215,68,-977
75.800,3,110,-809
75.850,-115,194,-926
75.900,-82,85,-1060
75.950,-26,63,-1333
76.000,0,17,-3110
76.050,86,43,-1229
76.100,-53,-48,-976
76.150,89,30,-958
76.200,216,322,-1070
76.250,97,-28,-773
76.300,46,128,-992
76.350,5,29,-1108
76.400,44,9,-982
76.450,-83,10,-796
76.500,24,26,-1034
76.550,-127,-95,-1055
76.600,163,-34,-1018
76.650,143,-35,-1013
76.700,134,-169,-1016
76.750,171,-242,-1063
76.800,71,-63,-1027
76.850,80,-160,-922
76.900,46,50,-932
76.950,60,15,-1064
77.000,-23,-240,-930
77.050,117,-138,-1097
77.100,59,-154,-1040
77.150,78,-118,-1015
77.200,70,-34,-1085
77.250,50,-210,-919
77.300,-42,-101,-1062
77.350,-178,93,-990
77.400,-146,15,-904
77.450,-73,40,-924
77.500,-95,25,-1009
77.550,-178,-86,-964
77.600,-152,29,-1020
77.650,-11,68,-975
77.700,-104,48,-1027
77.750,-51,-67,-1002
77.800,-29,112,-1086
77.850,-79,59,-1043
77.900,-128,8,-1000
77.950,15,111,-1367
78.000,31,84,-3240
78.050,-58,58,-1240
78.100,16,85,-1081
78.150,269,-92,-1162
78.200,17,97,-858
78.250,112,95,-926
78.300,89,-98,-980
78.350,106,219,-1058
78.400,196,-78,-877
78.450,109,83,-944
78.500,154,8,-1052
78.550,86,-77,-1009
78.600,-34,-17,-922
78.650,185,60,-988
78.700,69,-79,-969
78.750,128,-44,-1108
78.800,169,-43,-921
78.850,50,-110,-845
78.900,-55,-230,-840
78.950,35,-133,-1047
79.000,-160,49,-944
79.050,25,-33,-1073
79.100,6,-8,-1176
79.150,2,-29,-992
79.200,-130,-94,-1037
79.250,-42,-113,-939
79.300,-122,-100,-907
79.350,-102,-3,-1104
79.400,27,-147,-992
79.450,-117,-77,-1022
79.500,-1,139,-1019
79.550,-127,-135,-863
79.600,-180,-42,-992
79.650,-30,167,-826
79.700,-21,20,-1053
79.750,-85,135,-924
79.800,-9,-71,-1045
79.850,71,46,-1006
79.900,187,89,-887
79.950,131,159,-1333
80.000,-182,31,-3149
80.050,63,193,-1386
80.100,47,-69,-1071
80.150,88,-85,-935
80.200,205,-34,-1021
80.250,208,111,-968
80.300,90,-51,-1011
80.350,192,52,-942
80.400,66,-39,-1034
80.450,15,-93,-1002
80.500,82,-75,-944
80.550,24,18,-960
80.600,228,-4,-937
80.650,95,-158,-932
80.700,215,-69,-832
80.750,145,89,-1014
80.800,-12,-76,-1058
80.850,61,-108,-987
80.900,24,-173,-1042
80.950,117,-104,-1107
81.000,-161,-126,-978
81.050,-110,-242,-955
81.100,225,-25,-1080
81.150,-55,-99,-1102
81.200,-171,-92,-937
81.250,-50,-125,-959
81.300,-39,-137,-1097
81.350,-37,45,-968
81.400,-1,86,-1122
81.450,-60,90,-909
81.500,14,-47,-945
81.550,-37,-32,-985
81.600,-202,-37,-974
81.650,-5,45,-877
81.700,38,-20,-1008
81.750,-111,137,-943
81.800,-122,155,-1106
81.850,49,-106,-1014
81.900,-88,149,-981
81.950,-191,-9,-1345
82.000,95,231,-3145
82.050,129,39,-1264
82.100,41,9,-1029
82.150,17,126,-960
82.200,15,38,-1152
82.250,111,62,-1002
82.300,125,19,-1077
82.350,41,18,-983
82.400,47,-4,-1106
82.450,66,-124,-1053
82.500,143,14,-1012
82.550,81,56,-1094
82.600,130,-88,-978
82.650,77,-89,-975
82.700,29,-156,-1039
82.750,-30,-59,-1049
82.800,-42,-52,-968
82.850,31,-112,-927
82.900,9,-74,-1091
82.950,60,-110,-959
83.000,-22,-160,-1096
83.050,-32,-136,-1104
83.100,69,-13,-1163
83.150,-217,-211,-987
83.200,156,-175,-1025
83.250,36,-110,-911
83.300,-6,-61,-929
83.350,-14,-158,-1014
83.400,-145,-29,-1097
83.450,-178,-11,-1001
83.500,11,17,-885
83.550,6,107,-1283
83.600,-157,68,-1106
83.650,-131,99,-996
83.700,-109,197,-1034
83.750,18,67,-992
83.800,-87,14,-1018
83.850,-155,138,-991
83.900,-66,159,-1084
83.950,-173,132,-1408
84.000,-112,113,-3123
84.050,-47,27,-1177
84.100,-82,163,-966
84.150,-13,78,-1069
84.200,5,69,-1057
84.250,-61,128,-1048
84.300,145,46,-775
84.350,134,-62,-1110
84.400,23,-3,-1132
84.450,9,17,-1125
84.500,92,19,-1080
84.550,147,-9,-913
84.600,148,-48,-1013
84.650,126,-15,-1135
84.700,155,-104,-909
84.750,85,-123,-1000
84.800,174,-141,-1137
84.850,25,12,-873
84.900,114,-265,-1019
84.950,-23,-113,-1088
85.000,-22,-195,-814
85.050,-11,-140,-1099
85.100,46,-48,-907
85.150,-18,-127,-1058
85.200,-120,-113,-945
85.250,-115,-48,-940
85.300,-117,20,-966
85.350,-58,-47,-986
85.400,-164,-98,-980
85.450,-27,-34,-960
85.500,-118,-63,-999
85.550,-68,-39,-1048
85.600,-135,46,-1118
85.650,-67,66,-984
85.700,-126,81,-1088
85.750,-132,135,-1106
85.800,-110,35,-948
85.850,-161,42,-1087
85.900,102,73,-1042
85.950,-7,168,-1464
86.000,-86,117,-3250
86.050,-100,42,-1285
86.100,57,252,-1132
86.150,-73,-8,-922
86.200,-13,-41,-935
86.250,12,160,-983
86.300,28,130,-935
86.350,209,12,-1025
86.400,213,120,-979
86.450,31,-68,-1114
86.500,21,-17,-1095
86.550,156,-222,-1064
86.600,41,18,-958
86.650,-9,-27,-1084
86.700,104,-156,-990
86.750,188,93,-913
86.800,-24,-122,-1075
86.850,-3,-229,-1050
86.900,120,84,-965
86.950,32,-45,-1126
87.000,-68,-36,-1019
87.050,-45,-30,-1153
87.100,62,-160,-955
87.150,-45,-31,-921
87.200,-140,-14,-959
87.250,43,-113,-905
87.300,-23,-94,-920
87.350,-119,28,-1008
87.400,-86,-25,-919
87.450,-106,31,-952
87.500,-169,74,-882
87.550,-58,48,-1068
87.600,8,-92,-988
87.650,35,-10,-957
87.700,-139,111,-1113
87.750,-104,20,-992
87.800,-195,202,-975
87.850,-85,208,-1002
87.900,-10,118,-873
87.950,-3,13,-1291
88.000,34,98,-3252
88.050,-49,-37,-1259
88.100,-36,44,-960
88.150,132,6,-1028
88.200,27,121,-1083
88.250,7,104,-1048
88.300,-1,58,-1073
88.350,67,148,-1014
88.400,84,-7,-1122
88.450,113,97,-899
88.500,328,-24,-984
88.550,11,133,-921
88.600,172,17,-1011
88.650,-114,55,-947
88.700,102,-125,-931
88.750,95,-55,-1089
88.800,-31,-88,-1008
88.850,-38,50,-1035
88.900,26,-74,-882
88.950,-46,-114,-1102
89.000,84,-66,-987
89.050,7,47,-1009
89.100,-78,-141,-918
89.150,2,-51,-1052
89.200,-15,-33,-992
89.250,-81,-33,-968
89.300,-119,-84,-1137
89.350,-41,-54,-876
89.400,-238,-17,-953
89.450,-155,23,-977
89.500,-58,-19,-1254
89.550,-92,23,-1058
89.600,-201,73,-968
89.650,37,-19,-905
89.700,-80,19,-960
89.750,-1,29,-874
89.800,-57,-18,-1091
89.850,40,45,-993
89.900,-22,86,-922
89.950,-54,10,-1482
90.000,-9,79,-3101
90.050,-41,181,-1321
90.100,169,17,-1033
90.150,100,184,-932
90.200,-48,168,-1001
90.250,-60,26,-1028
90.300,17,163,-957
90.350,180,-25,-1134
90.400,131,34,-931
90.450,152,28,-936
90.500,106,16,-842
90.550,202,-100,-1127
90.600,204,-66,-1011
90.650,50,-19,-1033
90.700,-14,-202,-1191
90.750,-14,27,-1075
90.800,57,9,-895
90.850,1,-32,-1030
90.900,-124,-19,-991
90.950,-55,-82,-973
91.000,13,-177,-1014
91.050,9,-38,-1017
91.100,-118,-61,-901
91.150,-93,-49,-916
91.200,26,27,-977
91.250,42,37,-1066
91.300,-56,-40,-1055
91.350,-115,-206,-943
91.400,-27,61,-892
91.450,-147,-28,-877
91.500,-14,-59,-1189
91.550,-117,-70,-995
91.600,-17,-85,-978
91.650,-186,244,-996
91.700,-43,-25,-1171
91.750,-147,-6,-906
91.800,-151,147,-966
91.850,-54,-110,-1044
91.900,47,138,-989
91.950,-131,109,-1277
92.000,-39,135,-3257
92.050,-145,47,-1353
92.100,128,153,-1005
92.150,2,134,-880
92.200,-19,30,-908
92.250,109,36,-908
92.300,125,-17,-978
92.350,89,178,-951
92.400,134,42,-958
92.450,-12,-101,-969
92.500,132,-32,-1160
92.550,12,27,-990
92.600,44,-105,-979
92.650,77,-58,-1040
92.700,93,-36,-1050
92.750,204,-118,-987
92.800,-65,-161,-926
92.850,104,-72,-1054
92.900,59,-175,-914
92.950,-195,-130,-1064
93.000,104,-116,-901
93.050,100,-62,-1131
93.100,-91,-135,-968
93.150,-15,-195,-937
93.200,-140,-109,-979
93.250,-81,55,-909
93.300,-186,-149,-908
93.350,-80,5,-998
93.400,3,31,-937
93.450,-153,33,-1129
93.500,-119,-51,-1062
93.550,-174,-145,-901
93.600,-112,17,-960
93.650,-4,152,-1035
93.700,-66,-14,-941
93.750,-69,143,-934
93.800,4,124,-993
93.850,-145,115,-865
93.900,-66,41,-951
93.950,118,15,-1491
94.000,-49,108,-3211
94.050,-5,59,-1349
94.100,-35,124,-955
94.150,-81,216,-965
94.200,103,58,-980
94.250,-19,197,-887
94.300,62,-47,-1024
94.350,136,14,-1064
94.400,108,-39,-893
94.450,174,69,-1057
94.500,117,89,-1167
94.550,115,97,-855
94.600,19,-9,-916
94.650,186,-193,-1161
94.700,93,-19,-1010
94.750,44,32,-882
94.800,11,-68,-1093
94.850,184,-201,-1086
94.900,-40,-179,-898
94.950,201,-78,-1027
95.000,58,-173,-893
95.050,-19,-65,-1055
95.100,-47,-225,-999
95.150,26,-237,-1081
95.200,-97,-106,-1007
95.250,-74,-48,-1003
95.300,-215,-34,-904
95.350,-68,-187,-981
95.400,-57,-110,-994
95.450,3,114,-990
95.500,-59,-13,-1033
95.550,12,93,-951
95.600,-137,148,-917
95.650,-192,132,-987
95.700,-59,-103,-1117
95.750,8,9,-935
95.800,-165,-37,-847
95.850,27,79,-982
95.900,-88,124,-906
95.950,-49,138,-1433
96.000,144,180,-3202
96.050,-11,212,-1338
96.100,60,70,-1075
96.150,129,56,-963
96.200,31,70,-1014
96.250,18,129,-1007
96.300,150,119,-902
96.350,50,98,-1014
96.400,93,-26,-1038
96.450,149,-12,-1058
96.500,168,29,-1097
96.550,107,75,-912
96.600,52,-120,-1029
96.650,197,14,-1183
96.700,150,-236,-845
96.750,138,-102,-991
96.800,112,-120,-963
96.850,35,-109,-878
96.900,-132,-91,-1111
96.950,1,-155,-796
97.000,-41,-111,-1049
97.050,56,-140,-1052
97.100,119,-33,-978
97.150,148,-140,-1065
97.200,-122,15,-1050
97.250,25,-121,-1145
97.300,-145,-36,-905
97.350,15,-16,-945
97.400,-307,-10,-997
97.450,-123,-69,-930
97.500,-9,157,-1016
97.550,-162,166,-1026
97.600,-137,-80,-966
97.650,-41,113,-982
97.700,-37,103,-959
97.750,24,139,-985
97.800,-102,145,-1046
97.850,-57,32,-829
97.900,-109,148,-947
97.950,54,96,-1291
98.000,-16,-117,-3261
98.050,125,33,-1287
98.100,242,18,-1041
98.150,25,-71,-1069
98.200,-56,124,-1020
98.250,-100,136,-922
98.300,52,135,-953
98.350,16,68,-985
98.400,28,-51,-967
98.450,283,13,-983
98.500,16,-21,-1016
98.550,69,-68,-1004
98.600,50,68,-836
98.650,28,-74,-965
98.700,128,-120,-1046
98.750,118,-202,-823
98.800,83,-105,-1012
98.850,-40,55,-1007
98.900,-4,45,-917
98.950,0,-64,-1027
99.000,-29,-118,-976
99.050,72,59,-1174
99.100,155,-13,-999
99.150,-80,-239,-904
99.200,-146,-29,-1033
99.250,-201,-37,-961
99.300,-156,10,-856
99.350,-50,-11,-1059
99.400,-178,-63,-994
99.450,-98,-32,-801
99.500,-54,-78,-1096
99.550,-238,-65,-954
99.600,-118,-25,-953
99.650,-45,75,-1001
99.700,-84,-47,-1148
99.750,-135,8,-1066
99.800,-73,43,-1104
99.850,-54,116,-1039
99.900,35,120,-970
99.950,-46,132,-1243
100.000,-154,185,-3241
100.050,68,-86,-1332
100.100,-105,83,-986
100.150,78,91,-1100
100.200,163,-27,-1027
100.250,9,23,-1112
100.300,168,118,-994
100.350,78,-31,-1009
100.400,22,38,-969
100.450,79,48,-953
100.500,164,158,-1114
100.550,0,-113,-1016
100.600,-32,-73,-933
100.650,147,86,-932
100.700,162,-101,-1029
100.750,141,-2,-1153
100.800,-52,-159,-1069
100.850,151,55,-974
100.900,58,60,-964
100.950,60,-69,-970
101.000,108,-42,-993
101.050,-47,-78,-1133
101.100,6,-85,-974
101.150,-138,-52,-985
101.200,-59,-51,-1066
101.250,-187,-34,-1176
101.300,-33,107,-970
101.350,-21,85,-916
101.400,87,-101,-1027
101.450,-60,-145,-1001
101.500,-95,104,-915
101.550,-37,71,-995
101.600,-72,92,-919
101.650,-147,81,-1006
101.700,-60,151,-1020
101.750,-144,-2,-1046
101.800,-10,68,-1048
101.850,16,102,-944
101.900,145,246,-973
101.950,11,188,-1196
102.000,-29,2,-3131
102.050,34,148,-1254
102.100,-25,54,-915
102.150,32,27,-1022
102.200,91,40,-861
102.250,136,-49,-982
102.300,206,322,-1038
102.350,91,-63,-955
102.400,133,54,-1087
102.450,161,162,-891
102.500,129,-4,-928
102.550,87,-218,-1137
102.600,205,76,-1010
102.650,25,-69,-1103
102.700,61,81,-1050
102.750,7,-178,-984
102.800,-17,-29,-1025
102.850,180,-42,-962
102.900,-82,-93,-976
102.950,43,-70,-990
103.000,-93,-293,-1089
103.050,65,-35,-909
103.100,-5,-77,-999
103.150,-182,-75,-1052
103.200,-108,-160,-1005
103.250,3,-7,-1078
103.300,-62,-65,-1161
103.350,-14,-97,-954
103.400,-158,31,-900
103.450,-78,28,-1052
103.500,-125,-90,-916
103.550,-4,-23,-997
103.600,-148,-74,-1041
103.650,-185,-110,-976
103.700,-161,55,-1213
103.750,-64,15,-1050
103.800,11,71,-976
103.850,-41,128,-1063
103.900,-32,76,-944
103.950,-62,159,-1255
104.000,-46,158,-3232
104.050,-36,35,-1384
104.100,56,79,-1025
104.150,114,160,-991
104.200,-96,120,-1157
104.250,-1,58,-877
104.300,-118,-64,-1057
104.350,144,-85,-1064
104.400,192,101,-1049
104.450,180,22,-1073
104.500,43,-50,-1086
104.550,135,65,-1115
104.600,148,-114,-1006
104.650,113,36,-1002
104.700,101,72,-871
104.750,155,-11,-959
104.800,190,-22,-1054
104.850,54,-56,-1111
104.900,-15,42,-1091
104.950,56,-74,-923
105.000,-62,-162,-996
105.050,-66,25,-985
105.100,37,-175,-953
105.150,154,-93,-1090
105.200,32,-119,-1103
105.250,-161,-165,-958
105.300,-149,-128,-1030
105.350,-55,26,-901
105.400,-122,50,-1063
105.450,38,34,-979
105.500,-227,78,-1037
105.550,-148,-50,-1048
105.600,-56,65,-996
105.650,61,-54,-977
105.700,-187,104,-954
105.750,-60,111,-953
105.800,-20,-30,-930
105.850,95,179,-1021
105.900,126,115,-907
105.950,39,214,-1425
106.000,-63,142,-3219
106.050,-13,219,-1343
106.100,56,125,-1019
106.150,-140,-60,-1021
106.200,235,23,-1002
106.250,237,74,-959
106.300,106,-8,-1069
106.350,49,45,-1059
106.400,56,52,-904
106.450,288,-41,-977
106.500,21,-50,-1138
106.550,237,-50,-923
106.600,11,-218,-863
106.650,-40,-128,-904
106.700,88,-74,-893
106.750,48,-7,-1099
106.800,173,-125,-986
106.850,-12,-154,-1022
106.900,104,-115,-984
106.950,-22,7,-1117
107.000,-134,13,-1173
107.050,122,-100,-965
107.100,-5,-148,-959
107.150,118,9,-1057
107.200,40,-175,-1017
107.250,-59,29,-1111
107.300,3,-92,-1131
107.350,-9,-79,-1160
107.400,-31,-166,-1030
107.450,-189,-81,-913
107.500,-49,-121,-1018
107.550,-93,124,-963
107.600,-192,-72,-947
107.650,-28,-3,-1050
107.700,-40,82,-1210
107.750,-92,137,-1119
107.800,11,-19,-981
107.850,-113,-40,-982
107.900,-39,217,-934
107.950,-143,125,-1219
108.000,68,249,-3044
108.050,-41,130,-1106
108.100,133,41,-1123
108.150,-79,142,-1009
108.200,44,35,-1069
108.250,120,69,-966
108.300,-50,202,-906
108.350,175,-120,-929
108.400,-20,65,-907
108.450,185,74,-852
108.500,113,-65,-1042
108.550,100,51,-1085
108.600,160,-33,-1037
108.650,14,-83,-976
108.700,65,2,-1129
108.750,-47,-154,-911
108.800,48,-78,-953
108.850,98,-132,-1114
108.900,2,-217,-1005
108.950,-46,-76,-984
109.000,-29,-49,-773
109.050,-163,95,-1078
109.100,-139,-172,-941
109.150,-28,-139,-1046
109.200,-120,-34,-900
109.250,-91,-125,-1030
109.300,-266,-63,-969
109.350,-119,-86,-910
109.400,-70,0,-960
109.450,-87,89,-1110
109.500,-102,-183,-1034
109.550,61,-87,-1088
109.600,-101,100,-946
109.650,-133,181,-1005
109.700,10,186,-1079
109.750,-190,114,-985
109.800,-56,102,-1008
109.850,80,-152,-898
109.900,-10,85,-1079
109.950,83,6,-1289
110.000,91,-32,-3175
110.050,41,133,-1335
110.100,78,178,-1025
110.150,212,-2,-1054
110.200,155,64,-1075
110.250,35,192,-936
110.300,7,-91,-881
110.350,109,12,-1073
110.400,-71,-75,-976
110.450,59,147,-926
110.500,53,-74,-897
110.550,69,196,-992
110.600,-14,-194,-1059
110.650,205,-65,-1200
110.700,31,-82,-890
110.750,105,-83,-976
110.800,237,4,-1059
110.850,100,1,-814
110.900,54,-121,-971
110.950,-23,-87,-1064
111.000,2,-217,-932
111.050,48,-231,-940
111.100,-76,18,-920
111.150,42,-42,-1083
111.200,-225,-70,-1102
111.250,-56,-190,-938
111.300,-40,-161,-1077
111.350,-55,25,-982
111.400,-151,-18,-1018
111.450,-142,-128,-997
111.500,-166,-10,-1161
111.550,-32,-29,-994
