t,x,y,z
22.360,-87,90,-913
22.380,-8,98,-959
22.400,-117,196,-889
22.420,15,124,-673
22.440,-7,112,-592
22.460,208,132,-561
22.480,59,92,-492
22.500,-4,207,-526
22.520,110,64,-460
22.540,65,240,-536
22.560,54,45,-471
22.580,153,34,-514
22.600,88,97,-564
22.620,164,110,-616
22.640,268,78,-766
22.660,141,43,-726
22.680,152,82,-1068
22.700,298,-13,-1161
22.720,42,-59,-1086
22.740,244,18,-1402
22.760,91,-64,-1454
22.780,213,-81,-1447
22.800,132,-75,-1615
22.820,66,74,-1571
22.840,252,28,-1660
22.860,276,-66,-1476
22.880,23,-197,-1551
22.900,-87,-279,-1362
22.920,148,-101,-1199
22.940,109,-165,-1152
22.960,144,-105,-1272
22.980,14,-197,-1138
23.000,-48,-94,-887
23.020,-147,-79,-777
23.040,-189,-102,-599
23.060,-76,-118,-465
23.080,-250,-78,-557
23.100,-45,-145,-438
23.120,-84,-118,-429
23.140,-154,-245,-317
23.160,-252,-342,-415
23.180,-174,-155,-590
23.200,-159,61,-708
23.220,-142,46,-564
23.240,-235,37,-800
23.260,-116,-18,-984
23.280,-196,114,-1036
23.300,-122,-13,-1284
23.320,-143,63,-1318
23.340,-118,188,-1359
23.360,-95,-113,-1506
23.380,-317,138,-1474
23.400,-105,-57,-1618
23.420,-29,162,-1594
23.440,-101,226,-1598
23.460,-151,63,-1497
23.480,-79,14,-1588
23.500,-83,162,-1662
23.520,62,13,-1334
23.540,-175,171,-1295
23.560,-64,153,-1135
23.580,-102,308,-1071
23.600,-3,-5,-794
23.620,89,164,-777
23.640,169,134,-546
23.660,12,96,-601
23.680,33,-38,-390
23.700,78,75,-383
23.720,217,181,-600
23.740,127,-8,-517
23.760,-89,166,-565
23.780,99,69,-392
23.800,61,-57,-379
23.820,198,17,-635
23.840,70,100,-899
23.860,-18,-107,-804
23.880,147,221,-1099
23.900,155,-95,-1153
23.920,87,-82,-986
23.940,10,35,-1337
23.960,53,-121,-1447
23.980,74,-302,-1709
24.000,72,-147,-1616
24.020,27,23,-1655
24.040,83,3,-1453
24.060,58,-204,-1601
24.080,137,-259,-1450
24.100,9,-227,-1430
24.120,-146,-186,-1355
24.140,75,-260,-1055
24.160,25,-181,-1069
24.180,0,-209,-1059
24.200,58,-68,-893
24.220,-78,14,-886
24.240,-9,18,-468
24.260,-74,-337,-433
24.280,-203,-116,-487
24.300,-63,-200,-255
24.320,-297,-302,-520
24.340,-26,-113,-241
24.360,-127,-89,-445
24.380,-91,-273,-341
24.400,-330,-102,-448
24.420,-139,-172,-786
24.440,-251,50,-894
24.460,-82,120,-894
24.480,-93,-97,-976
24.500,-264,71,-1133
24.520,-50,28,-1153
24.540,-157,-10,-1263
24.560,-64,281,-1396
24.580,-240,-23,-1447
24.600,-114,-22,-1701
24.620,-141,165,-1460
24.640,-66,8,-1582
24.660,-131,111,-1574
24.680,-7,83,-1507
24.700,-28,301,-1364
24.720,-111,269,-1684
24.740,117,155,-1496
24.760,57,44,-1329
24.780,146,111,-1091
24.800,216,242,-971
24.820,-48,126,-789
24.840,-52,15,-490
24.860,33,147,-427
24.880,36,-113,-428
24.900,212,339,-451
24.920,98,248,-415
24.940,141,-98,-344
24.960,143,-63,-471
24.980,301,49,-517
25.000,-52,60,-698
25.020,56,69,-705
25.040,164,66,-727
25.060,85,-17,-998
25.080,249,-73,-1005
25.100,298,0,-1203
25.120,116,-155,-1384
25.140,9,-126,-1466
25.160,238,77,-1240
25.180,116,-35,-1411
25.200,15,-204,-1560
25.220,-10,-80,-1507
25.240,176,-75,-1532
25.260,142,-135,-1691
25.280,-124,-85,-1617
25.300,-110,38,-1601
25.320,4,-135,-1473
25.340,-71,-218,-1237
25.360,-12,-151,-1044
25.380,-57,-64,-1216
25.400,-111,-112,-948
25.420,2,-203,-696
25.440,117,-26,-572
25.460,232,-270,-710
25.480,-45,-139,-603
25.500,43,-28,-393
25.520,-93,-10,-493
25.540,1,-19,-298
25.560,-173,-220,-359
25.580,-175,49,-438
25.600,-175,-104,-641
25.620,-68,-44,-551
25.640,15,-207,-727
25.660,-41,106,-800
25.680,-227,-54,-920
25.700,-208,-4,-1059
25.720,-266,66,-1395
25.740,-219,28,-1395
25.760,-163,78,-1416
25.780,-155,74,-1511
25.800,-172,-96,-1659
25.820,-230,60,-1713
25.840,-101,127,-1484
25.860,-59,291,-1665
25.880,-157,13,-1528
25.900,-155,208,-1420
25.920,-212,191,-1454
25.940,29,250,-1373
25.960,5,288,-1184
25.980,160,117,-1046
26.000,25,172,-969
26.020,120,184,-643
26.040,64,222,-582
26.060,-47,158,-606
26.080,156,60,-211
26.100,-98,96,-290
26.120,33,52,-364
26.140,57,22,-420
26.160,-35,-8,-538
26.180,231,9,-491
26.200,298,-53,-675
26.220,49,-26,-638
26.240,193,158,-717
26.260,165,78,-808
26.280,271,53,-1103
26.300,209,-164,-1076
26.320,160,-17,-1357
26.340,153,-65,-1295
26.360,172,14,-1320
26.380,256,-43,-1400
26.400,148,19,-1498
26.420,7,-176,-1369
26.440,119,-154,-1438
26.460,182,-65,-1640
26.480,66,-40,-1319
26.500,-82,-242,-1280
26.520,-11,-185,-1326
26.540,16,-237,-1310
26.560,54,-137,-1253
26.580,52,-108,-902
26.600,-107,-199,-800
26.620,62,-82,-728
26.640,-65,-118,-669
26.660,24,-60,-670
26.680,24,-30,-387
26.700,-66,-264,-618
26.720,-114,7,-499
26.740,-88,78,-370
26.760,-216,-228,-405
26.780,-119,-229,-568
26.800,-106,-133,-510
26.820,-91,-110,-637
26.840,-218,28,-683
26.860,-117,-143,-729
26.880,-142,-86,-991
26.900,-187,103,-1251
26.920,-27,27,-1162
26.940,-227,90,-1156
26.960,12,64,-1470
26.980,-106,-37,-1623
27.000,-29,86,-1658
27.020,-199,230,-1511
27.040,-296,22,-1614
27.060,-235,172,-1710
27.080,-16,56,-1483
27.100,-208,89,-1393
27.120,-103,153,-1369
27.140,16,177,-1246
27.160,-64,214,-1029
27.180,24,163,-972
27.200,207,58,-1091
27.220,-1,16,-836
27.240,-16,74,-473
27.260,105,277,-637
27.280,-2,262,-453
27.300,16,114,-401
27.320,124,112,-390
27.340,298,384,-401
27.360,30,-17,-412
27.380,-33,57,-399
27.400,155,21,-515
27.420,222,-1,-464
27.440,128,-20,-678
27.460,267,-40,-916
27.480,252,30,-1007
27.500,83,217,-1101
27.520,-90,99,-1162
27.540,5,-116,-1481
27.560,110,-40,-1320
27.580,237,-102,-1687
27.600,154,-39,-1700
27.620,241,-42,-1588
27.640,95,-101,-1446
27.660,204,-155,-1484
27.680,87,-129,-1331
27.700,-25,-302,-1402
27.720,153,-235,-1147
27.740,94,-196,-1230
27.760,-34,-50,-981
27.780,51,5,-1063
27.800,-64,-127,-828
27.820,-74,-186,-683
27.840,93,-209,-471
27.860,-189,-249,-686
27.880,-83,-268,-509
27.900,-378,-107,-414
27.920,-222,-399,-243
27.940,-41,-141,-387
27.960,8,81,-406
27.980,-254,-58,-421
28.000,-139,-85,-654
28.020,10,-69,-704
28.040,-109,37,-904
28.060,-227,-59,-870
28.080,-200,-70,-1059
28.100,-285,40,-1147
28.120,-59,69,-1322
28.140,-279,187,-1202
28.160,-75,150,-1458
28.180,-124,120,-1423
28.200,-49,-1,-1580
28.220,42,301,-1556
28.240,46,164,-1490
28.260,106,116,-1465
28.280,-92,149,-1678
28.300,-181,88,-1528
28.320,45,313,-1476
28.340,-171,167,-1177
28.360,12,67,-1211
28.380,70,118,-902
28.400,22,322,-825
28.420,72,271,-946
28.440,-4,160,-684
28.460,7,35,-646
28.480,-134,70,-498
28.500,50,80,-374
28.520,258,38,-313
28.540,-64,16,-283
28.560,147,100,-376
28.580,110,151,-394
28.600,74,-126,-603
28.620,56,147,-580
28.640,125,40,-655
28.660,129,-130,-855
28.680,93,53,-855
28.700,178,6,-1096
28.720,60,68,-1153
28.740,147,-88,-1336
28.760,195,-178,-1450
28.780,102,-5,-1692
28.800,258,41,-1601
28.820,257,-74,-1456
28.840,32,-380,-1540
28.860,11,-141,-1530
28.880,165,-150,-1768
28.900,-54,-218,-1505
28.920,-51,-284,-1437
28.940,-3,-61,-1265
28.960,-29,-238,-1300
28.980,-5,-65,-966
29.000,-16,-96,-691
29.020,-44,-144,-831
29.040,-160,-156,-433
29.060,-136,-102,-552
29.080,-63,-202,-479
29.100,-181,-159,-356
29.120,39,-186,-319
29.140,-120,4,-341
29.160,48,65,-418
29.180,-163,-150,-578
29.200,-319,-228,-562
29.220,-109,29,-545
29.240,-252,-51,-846
29.260,-142,3,-737
29.280,-112,18,-882
29.300,-168,173,-1082
29.320,-219,99,-1254
29.340,-190,119,-1258
29.360,-472,-111,-1338
29.380,-223,244,-1480
29.400,-132,94,-1538
29.420,-176,113,-1635
29.440,-255,136,-1496
29.460,-80,46,-1616
29.480,-182,128,-1505
29.500,-228,179,-1472
29.520,-84,-6,-1634
29.540,-65,228,-1218
29.560,-37,261,-1145
29.580,-3,293,-1046
29.600,214,195,-809
29.620,139,239,-809
29.640,100,134,-675
29.660,64,124,-504
29.680,121,-3,-312
29.700,58,153,-409
29.720,137,-58,-379
29.740,252,98,-560
29.760,174,35,-296
29.780,181,127,-649
29.800,117,69,-379
29.820,82,71,-828
29.840,59,173,-791
29.860,42,26,-715
29.880,298,24,-1043
29.900,56,117,-1065
29.920,333,78,-1274
29.940,195,-22,-1418
29.960,212,-64,-1468
29.980,67,-149,-1517
